qid,destination_id,cosine_sim,tag_match_count,budget_delta,region_match,raw_score,label
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,4006a657-4c8f-4176-a04a-400b5cfa2e63,0.8979,1,0.0,True,3.643085536884074,3
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,3acdbaed-e159-4325-b33b-7348e41eb7c9,0.654,1,,True,2.9781173054045977,3
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,b001bded-b6da-46ec-b258-4d18b346fae9,0.6291,1,1.0,True,2.323472650936956,2
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,75868cee-a23d-4b8f-b755-b3fcdcbc00b2,0.5636,0,1.0,True,1.8403779292881393,0
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,3cd701e6-4ae6-41f1-8431-8128bd4c2ea8,0.5609,1,,True,2.924486571620123,3
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,e721c204-c7f6-4b38-84cf-24f2741777cc,0.5553,1,0.0,True,2.5923306758959437,3
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,5c74cdcf-c931-40e6-acb6-e86d857b6612,0.5508,1,1.0,True,2.311671422854759,2
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,e8a1ef43-a46e-4a53-a19f-e2a931ab7f6d,0.5387,0,1.0,True,1.3036846920942167,0
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,339ec9f0-a8f1-4faf-82ad-18b038bdc5ef,0.5368,0,2.0,True,1.3045606199272741,0
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,136f543f-ebd6-4132-aac2-944351abfab5,0.5316,0,1.0,True,1.647843657111069,0
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,f515026f-6af7-488d-ada8-3abd881129a8,0.5305,1,1.0,True,2.0687253596384423,1
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,c81201da-a898-4ea1-aca8-7e847b119afd,0.5175,1,1.0,True,2.3147175704442797,2
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,6b54af6c-0b82-4c72-8b8a-9ca9cdc9ba75,0.5119,1,,True,2.486763447756426,2
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,65ab7f14-fd6b-4861-9a1b-d40ef44eafe8,0.5079,0,1.0,True,1.5970783769359618,0
synthetic-4006a657-4c8f-4176-a04a-400b5cfa2e63,cb65e5fc-7d68-4d4c-a393-b7fbe47581cc,0.5077,0,,True,1.9665210687816397,1
synthetic-50466897-6404-48dd-af23-55afd708cd27,50466897-6404-48dd-af23-55afd708cd27,0.9085,0,,True,3.158994518070931,3
synthetic-50466897-6404-48dd-af23-55afd708cd27,4447123d-15a2-49dc-afed-b962fbe89745,0.5098,0,,True,2.1938213549533008,2
synthetic-50466897-6404-48dd-af23-55afd708cd27,71910a62-53b7-46ad-8ba7-79fd8fa80ed0,0.5087,0,,True,1.9177459461698922,1
synthetic-50466897-6404-48dd-af23-55afd708cd27,2ea7b14e-32d3-417c-b4eb-fa6af9cf1fb4,0.5075,0,,True,1.9332908984339006,1
synthetic-50466897-6404-48dd-af23-55afd708cd27,dc33e6f1-0568-422d-b56e-567abf997b50,0.4923,0,,True,1.9784370026025349,1
synthetic-50466897-6404-48dd-af23-55afd708cd27,77957ef4-9c3b-4561-95cf-f5b9dedbb743,0.466,0,,True,1.8980405156132272,0
synthetic-50466897-6404-48dd-af23-55afd708cd27,fb69cad2-3d74-4f09-a229-806ad64e6377,0.4587,0,,True,1.9150417021854822,1
synthetic-50466897-6404-48dd-af23-55afd708cd27,e3e70dc8-21c7-4080-82ad-d1d91cb5fdd6,0.4573,0,,True,2.185650363409323,2
synthetic-50466897-6404-48dd-af23-55afd708cd27,f49ba9fd-6fe8-4736-8cfa-a6100853bfa8,0.4523,0,,True,1.9073372369528556,1
synthetic-50466897-6404-48dd-af23-55afd708cd27,bcc21f9e-9b4a-4cd1-a387-acf15f8aa829,0.4461,0,,True,1.48159190558738,0
synthetic-50466897-6404-48dd-af23-55afd708cd27,6a0b7486-825f-4853-ad0b-a28685bd8800,0.4262,0,,True,1.8275448415147342,0
synthetic-50466897-6404-48dd-af23-55afd708cd27,c67ed48c-bbb4-4488-93ed-64289b7d61c2,0.4244,0,,True,1.77888199917344,0
synthetic-50466897-6404-48dd-af23-55afd708cd27,b198fd88-2c8d-4e3f-bfe1-cf37302cee70,0.3987,0,,True,1.7026175036527187,0
synthetic-50466897-6404-48dd-af23-55afd708cd27,8549e699-e636-4e40-81c6-7f9e7dd4c66e,0.3923,0,,True,1.7137920964094255,0
synthetic-50466897-6404-48dd-af23-55afd708cd27,aabfd249-664a-4a50-90bc-263438f12bec,0.3737,0,,True,1.61679825684878,0
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,2326626d-627c-4f04-9a2c-68261f49ae84,0.8999,1,,True,3.7178860817015567,3
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,b001bded-b6da-46ec-b258-4d18b346fae9,0.6027,1,,True,2.50536338713005,2
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,5c74cdcf-c931-40e6-acb6-e86d857b6612,0.6004,1,,True,2.789140240914119,3
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,e8a1ef43-a46e-4a53-a19f-e2a931ab7f6d,0.5894,0,,False,1.6679624138318145,0
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,e721c204-c7f6-4b38-84cf-24f2741777cc,0.5657,1,,True,2.519132803271116,2
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,6b54af6c-0b82-4c72-8b8a-9ca9cdc9ba75,0.564,1,,True,2.907102742710928,3
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,c81201da-a898-4ea1-aca8-7e847b119afd,0.5617,1,,True,2.7607311277801685,3
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,136f543f-ebd6-4132-aac2-944351abfab5,0.5495,0,,True,2.144025337858318,1
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,1fa5407d-9778-48c7-8907-142cb8279490,0.5452,0,,False,1.5508794973346363,0
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,4279874f-540e-49a9-a13c-4207dd55d14f,0.5446,0,,True,2.178225437694311,1
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,71225d63-6103-464f-ac39-c917dd3f84bd,0.5399,0,,False,1.7684154139976271,0
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,65ab7f14-fd6b-4861-9a1b-d40ef44eafe8,0.5353,0,,False,1.481855123467959,0
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,733c67da-641e-45dd-8fc5-abd6199df7da,0.5349,0,,False,1.6039757441585087,0
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,3acdbaed-e159-4325-b33b-7348e41eb7c9,0.5329,1,,True,2.7289099748276757,3
synthetic-2326626d-627c-4f04-9a2c-68261f49ae84,636f9c72-ddb9-42ed-a678-93287a810bbb,0.5309,0,,False,1.3022998306373808,0
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,4f24aefb-4965-4cd2-8229-ebe93e7a5143,0.8918,1,,True,3.986567709221419,3
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,6d2d0867-7e58-4d48-b7d2-d5a672e9af1f,0.4638,1,,True,2.6142282232966445,3
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,fa099b17-5489-4d2b-8168-fbb6a88c55fb,0.4511,1,,True,2.127530808599402,1
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,95ff5d4d-aef4-4b70-8368-9057bebd0ff6,0.44,1,,True,2.2394892909485047,2
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,7ae3da06-e7f2-4f8a-8d43-a2e4a7b5c0c3,0.4368,1,,True,2.3736176110833007,2
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,4b5fba89-e47c-44c9-a778-8ac557773ddd,0.4203,1,,True,2.2503577116978475,2
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,55e06fa1-6faf-47d1-86c9-e8cd39e8248e,0.413,1,,True,2.0290891422576367,1
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,68724c56-dedf-4e4d-8dcf-80a4e370ccff,0.4065,1,,True,2.2772973927210236,2
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,02fd69af-c76a-4317-8a0a-db07a1ec9cda,0.4042,1,,True,2.2110974657325553,2
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,92c1eb9b-dd87-4cc0-b96a-b9d7e3f87285,0.3999,1,,True,2.4868488112905673,2
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,3de34104-c614-4ff5-8666-4c10885ce3e4,0.3988,1,,True,2.1584156946073825,1
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,e3e70dc8-21c7-4080-82ad-d1d91cb5fdd6,0.3938,1,,True,2.3566005077989884,2
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,71ce05f0-87c4-4c72-b136-803c79195153,0.3868,1,,True,1.9703367395305038,1
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,c67ed48c-bbb4-4488-93ed-64289b7d61c2,0.3756,1,0.0,True,1.972598605315524,1
synthetic-4f24aefb-4965-4cd2-8229-ebe93e7a5143,aabfd249-664a-4a50-90bc-263438f12bec,0.3722,1,,True,2.2248492939714235,2
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,0.9046,0,,True,3.1641700397293335,3
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,47786bfa-d818-47e0-a3fa-b51e3b65241f,0.5679,0,,True,2.1787102538525573,1
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,bed02f65-a8ba-4dd5-88c3-c8ff2df3015b,0.5544,0,,True,2.320439656458621,2
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,f72af33d-ce99-46f8-8fe3-61baa10dc03b,0.5481,0,,True,2.036384666522466,1
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,a61364eb-bf45-4657-bdf4-1ad9a1700ceb,0.5213,0,,True,2.26657764926885,2
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,02c5bbc8-55cb-4f43-b1e8-5db6c6fb013f,0.5211,0,,True,2.279971294905964,2
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,4f3042d6-432e-4d88-822f-1ae5c7b06ea2,0.5205,0,,True,2.1744176656046554,1
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,3edf26c4-3aa0-4902-aa8c-d013aa9a54cc,0.5008,0,,True,1.855306878384887,0
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,77aa8a37-a8b3-4cb3-ba5b-f724cf798910,0.4989,0,,True,1.6687560131559604,0
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,83da93a7-98ef-4767-927c-b38ab7c9b0b7,0.4939,0,,True,2.143525237138991,1
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,2e3f8398-e713-4dab-b20e-46fec1e13790,0.4748,0,,True,1.941107759199662,1
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,cf2c6228-5d64-48cf-8098-f0e2200b4e2f,0.4748,0,,True,1.8126203793767806,0
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,34d0fcc1-5060-4f00-8af0-302f31055e03,0.4724,0,,True,2.0932343515633405,1
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,f7c49894-d183-4f35-a7b9-c0681edb7b36,0.4673,0,,True,1.7726661678683284,0
synthetic-3106f0ff-f95b-460f-8a7f-4f8897f2e3ad,f7b136af-caf4-492c-9e24-b367f98a11a2,0.4583,0,,True,1.8112767112653585,0
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,005af948-b258-4d47-84d4-cc3b52fc08c0,0.8996,0,0.0,True,3.2829549195529113,3
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,4703a753-162b-4c3f-bd04-86ab2fd1ec82,0.5226,0,0.0,True,2.1285762710288827,1
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,8168cde4-00c1-4914-b135-10bf9578b363,0.5132,0,0.0,True,1.9627760233458036,1
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,733c67da-641e-45dd-8fc5-abd6199df7da,0.5013,0,0.0,True,2.0485736663729903,1
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,bbfd8a2c-167b-4180-8084-e23278339ffa,0.4962,0,0.0,True,2.2139533206913993,2
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,2d891685-1c47-42dc-a865-6bcb416a6ff1,0.477,0,0.0,True,1.9617717030963542,1
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,6d2d0867-7e58-4d48-b7d2-d5a672e9af1f,0.4768,0,,True,1.685427809627207,0
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,4b5fba89-e47c-44c9-a778-8ac557773ddd,0.4571,0,,True,1.9017800507150964,0
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,8280d13c-3271-4046-84a3-a3d33d78b168,0.4522,0,,True,2.1631935456818914,1
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,7ffa1f0c-f9ef-48b6-a481-c650c3a1a281,0.4517,0,0.0,True,1.6619913780326607,0
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,26f814f2-ecde-4ae2-a604-33dad2dda491,0.4384,0,0.0,True,1.8196586992743533,0
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,55e06fa1-6faf-47d1-86c9-e8cd39e8248e,0.4375,0,,True,1.7785496850451799,0
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,f39a5800-3469-40a3-a741-464ef174de0f,0.4367,0,0.0,True,1.8244824438912595,0
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,0dcc8e8c-b825-4f6f-99f9-b116f849d3dd,0.4348,0,0.0,True,1.8335378229730657,0
synthetic-005af948-b258-4d47-84d4-cc3b52fc08c0,65ab7f14-fd6b-4861-9a1b-d40ef44eafe8,0.4322,0,0.0,True,1.9675957979094387,1
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,22fa09ef-38e8-4a8b-b710-dd87383b2ee3,0.8927,1,,True,3.5194999234785005,3
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,71fda8a9-9107-489b-a229-b5ab45f06854,0.5964,1,,True,3.0325771207129626,3
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,7e58fe40-e35a-4070-b21e-cd0160ace74d,0.5765,0,,False,1.685577675152053,0
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,71225d63-6103-464f-ac39-c917dd3f84bd,0.575,1,,True,2.6566719814185022,3
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,105e0dd1-0a18-467f-b38d-b4bb381c22ce,0.5743,1,,True,2.2984742046626447,2
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,6a9ccd83-026d-4d05-ac60-2cc161bf45b5,0.5716,1,,True,2.8099599386742002,3
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,ff6787c5-e557-475b-a865-d950d3236edd,0.5577,1,,True,2.6882518959492825,3
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,942f0bf7-d702-4c3a-8427-e19d0c082df2,0.5487,1,,True,2.661088848490285,3
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,77aa8a37-a8b3-4cb3-ba5b-f724cf798910,0.5462,0,,False,1.5781762993333774,0
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,9acf1ef2-143f-4172-b4ec-076aec79c58f,0.5425,0,,False,1.5412173239800826,0
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,a38c28ec-c3e0-4d41-8fec-168375948aff,0.5354,1,,True,2.5507629359754356,3
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,72a3891e-ae0c-4386-a63f-40c9e07f467b,0.5269,0,,False,1.6501741306690922,0
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,4279874f-540e-49a9-a13c-4207dd55d14f,0.5258,0,,False,1.6732676659550028,0
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,71910a62-53b7-46ad-8ba7-79fd8fa80ed0,0.5248,0,,False,1.5397452617438105,0
synthetic-22fa09ef-38e8-4a8b-b710-dd87383b2ee3,a3c182ba-0ab0-4e21-a205-cf89ccf2a551,0.514,0,,False,1.6843406241475138,0
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,4c6b1e41-c739-426f-9d0e-105d0aafc23b,0.8978,0,0.0,True,3.311912406866857,3
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,a63349ce-f645-4f44-9fd0-46e73da5a9dc,0.648,0,0.0,True,2.3950774672924076,2
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,de6b6e16-a8a9-452a-bfa2-a156c88276b0,0.6359,0,0.0,True,2.268989864374984,2
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,7de80100-1f26-49bf-80dc-9f5bf5969dc9,0.6159,0,0.0,True,2.485526973262175,2
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,834eecd0-9b1a-49ec-ad9b-3cbdb686f12c,0.5972,0,0.0,True,2.2085827229823254,2
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,d82d455c-b265-4b21-986a-5d62237bd6ae,0.5949,0,0.0,True,2.3126822083780967,2
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,c99c3913-a33e-43c5-a723-746c3116aa99,0.5864,0,0.0,True,2.0267112741326936,1
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,e859c5df-3f17-4075-82d6-fcde38b03efd,0.5812,0,0.0,True,2.1581284363515802,1
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,f39a5800-3469-40a3-a741-464ef174de0f,0.5791,0,-1.0,True,1.9887094481412269,1
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,47e1cbb2-8c28-499c-b361-a819c7b26c7f,0.5776,0,0.0,True,2.1253588149995215,1
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,68724c56-dedf-4e4d-8dcf-80a4e370ccff,0.5759,0,,True,2.3498755732177248,2
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,486f50a9-a398-4565-a98c-123b7baf42a2,0.5752,0,0.0,True,1.875947045571771,0
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,6cf591fe-b685-40e1-9416-cdf5507cfbbf,0.5693,0,0.0,True,2.123991251053522,1
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,636f9c72-ddb9-42ed-a678-93287a810bbb,0.5626,0,-1.0,True,1.7620968031182804,0
synthetic-4c6b1e41-c739-426f-9d0e-105d0aafc23b,e8a1ef43-a46e-4a53-a19f-e2a931ab7f6d,0.5613,0,-1.0,True,2.045281045501361,1
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,ff6787c5-e557-475b-a865-d950d3236edd,0.8976,1,0.0,True,3.5276188994354607,3
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,71fda8a9-9107-489b-a229-b5ab45f06854,0.6649,1,-1.0,True,2.413112225229022,2
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,6a9ccd83-026d-4d05-ac60-2cc161bf45b5,0.6176,1,0.0,True,2.6617706011842266,3
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,942f0bf7-d702-4c3a-8427-e19d0c082df2,0.5908,1,,True,2.9187583969752393,3
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,22fa09ef-38e8-4a8b-b710-dd87383b2ee3,0.5713,1,,True,2.705287891760875,3
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,a38c28ec-c3e0-4d41-8fec-168375948aff,0.5633,1,0.0,True,2.7050287149856573,3
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,4279874f-540e-49a9-a13c-4207dd55d14f,0.5597,0,-2.0,False,0.8767894094423974,0
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,5fd1d185-4539-44ae-a2d6-f019ae142b9e,0.5542,0,-1.0,False,1.0937425188202663,0
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,0129394d-29c6-4aa0-afb4-6864ca077f7c,0.5389,1,0.0,True,2.5160903640973897,2
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,a61364eb-bf45-4657-bdf4-1ad9a1700ceb,0.5317,0,0.0,False,1.502036069061982,0
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,83da93a7-98ef-4767-927c-b38ab7c9b0b7,0.5277,0,0.0,False,1.3723092829161958,0
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,105e0dd1-0a18-467f-b38d-b4bb381c22ce,0.5217,1,-1.0,True,2.0894684857049475,1
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,47786bfa-d818-47e0-a3fa-b51e3b65241f,0.5206,0,0.0,False,1.399604031540564,0
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,f72af33d-ce99-46f8-8fe3-61baa10dc03b,0.5121,0,0.0,False,1.622951344330049,0
synthetic-ff6787c5-e557-475b-a865-d950d3236edd,34d0fcc1-5060-4f00-8af0-302f31055e03,0.5109,0,0.0,False,1.6318456595950237,0
synthetic-fbeb2639-225e-4f8b-85ae-650f7c7e66c9,fbeb2639-225e-4f8b-85ae-650f7c7e66c9,0.9095,0,,True,3.094506592308762,3
synthetic-fbeb2639-225e-4f8b-85ae-650f7c7e66c9,5757c203-4b4c-49fe-bc8d-7745ffcb46f3,0.5946,0,,True,2.250306938838759,2
synthetic-fbeb2639-225e-4f8b-85ae-650f7c7e66c9,cb65e5fc-7d68-4d4c-a393-b7fbe47581cc,0.5686,0,,True,1.9125082503394257,1
synthetic-fbeb2639-225e-4f8b-85ae-650f7c7e66c9,5893391b-3647-4945-89dc-39eac0c5bbd8,0.5316,0,,False,1.5325133296411817,0
synthetic-fbeb2639-225e-4f8b-85ae-650f7c7e66c9,339ec9f0-a8f1-4faf-82ad-18b038bdc5ef,0.5285,0,,True,2.046060913421658,1
synthetic-fbeb2639-225e-4f8b-85ae-650f7c7e66c9,d017f430-0591-44da-a53e-c20788b8df7e,0.5068,0,,False,1.359237952633137,0
synthetic-fbeb2639-225e-4f8b-85ae-650f7c7e66c9,83da93a7-98ef-4767-927c-b38ab7c9b0b7,0.5046,0,,False,1.6259767792356543,0
